icao24;registration;manufacturericao;manufacturername;model;typecode;serialnumber;linenumber;icaoaircrafttype;operator;operatorcallsign;operatoricao;operatoriata;owner;testreg;registered;reguntil;status;built;firstflightdate;seatconfiguration;engines;modes;adsb;acars;notes;categoryDescription
3feb62;D-MONE;TECNAM;Tecnam;P.92 Echo S;ECHO;922;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fea83;D-MONI;REMOS;Remos;G-3/600 Mirage;G3;170;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec29;D-MONP;TECNAM;Tecnam;P.96 Golf 100;GOLF;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fee71;D-MONT;;Air Light;Wild Thing;ULAC;057;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feb7f;D-MONY;AEROPRAKT;Aeroprakt;A-22 Vision;AP22;032-010;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fef61;D-MOOC;BREEZER;Aerostyle;Breezer UL;BREZ;205;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3febd8;D-MOOJ;BREEZER;Aerostyle;Breezer;BREZ;038;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fecf1;D-MOOM;ROTORSPORT;Autogyro Europe;MT-03;MT;;;G1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff2e9;D-MOOS;FLIGHT DESIGN;Flight Design;Flight Design CT LS;FDCT;F-13-01-04;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff10b;D-MOOX;;Tl Ultralight;TL-96 Star;ULAC;;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fed2f;D-MOPD;REMOS;Remos;G-3 Mirage;G3;100;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fed1e;D-MOPM;;Tl Ultralight;TL-96 Star;ULAC;02S122;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fed11;D-MOPU;RANS;Rans;Coyote II S-6XL;COY2;0396956;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3ff1e3;D-MOPV;B & F TECHNIK;B & F Funk;FK-9 Mk.III;FK9;09-092;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fedd5;D-MORB;;Tl Ultralight;TL-96 Star;ULAC;;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3feaa5;D-MORG;B & F TECHNIK;B & F Funk;FK-9 Mk.III;FK9;09-176;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fed86;D-MORH;IKARUS;Comco Ikarus;C42;C42;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3fe9fc;D-MORR;B & F TECHNIK;B & F Funk;FK-9 Mk.IV;FK9;09-245;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fee14;D-MORS;ROTORSPORT;Autogyro Europe;MTO Sport;MT;;;G1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec23;D-MORT;TECNAM;Tecnam;P.92 Echo S;ECHO;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff241;D-MOSC;TECNAM;Tecnam;P.92 Echo 100S;ECHO;500;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3febc7;D-MOSE;B & F TECHNIK;B & F Funk;FK-9 Mk.II;FK9;09-04-31;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3febbb;D-MOSI;URBAN;Urban Air;Lambada UFM-13;UF13;24/13;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3feebf;D-MOTC;B & F TECHNIK;B & F Funk;FK-14 Polaris;FK14;14-003;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff2f1;D-MOTL;MAGNI;Magni Gyro;M-24 Orion;MM24;24-11-6704;;G1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec27;D-MOTT;B & F TECHNIK;B & F Funk;FK-9 Mk.III;FK9;09-113;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff014;D-MOUL;BREEZER;Aerostyle;Breezer CR;BREZ;UL90;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff32e;D-MOVA;ZENITH;Zenith;Zenair Zodiac CH 601 DX;CH60;6-8061;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff02d;D-MOVF;PIPISTREL;Pipistrel;Virus SW 100;PIVI;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff264;D-MOWG;TL ULTRALIGHT;Tl Ultralight;TL-3000 Sirius;TL30;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fed4b;D-MOXI;;Impulse Aircraft;Impulse 100/3300TD;ZZZZ;TD-15;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff367;D-MOYO;IKARUS;Comco Ikarus;C42 A;C42;1409-7345;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff243;D-MOZD;ZENITH;Roland Aircraft;Z-602 XL;CH60;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ff11f;D-MPAF;ZENITH;Roland Aircraft;Z-602;CH60;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff019;D-MPAH;IKARUS;Comco Ikarus;C42 Cyclone;C42;0102-6314;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fee81;D-MPAJ;ROTORSPORT;Autogyro Europe;MT-03;MT;;;G1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fecba;D-MPAL;;Tl Ultralight;TL-96 Star;ULAC;;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feeae;D-MPAM;IKARUS;Comco Ikarus;Comco Ikarus C42;C42;9404-3556;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fe9fd;D-MPAN;TECNAM;Tecnam;P.92 Echo 100S;ECHO;488;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec4a;D-MPAZ;FLIGHT DESIGN;Flight Design;CT SW;FDCT;07-11-10;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec39;D-MPBG;TECNAM;Tecnam;P.96 Golf 100S;GOLF;097;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff231;D-MPBM;IKARUS;Comco Ikarus;C42 Cyclone;C42;9912-6227;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fecbf;D-MPCD;FLIGHT DESIGN;Flight Design;CT SW;FDCT;05-01-04;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff0fa;D-MPCO;NEXT AIRCRAFT;Flyitalia;MD-3 Rider;MD3R;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff26c;D-MPCP;REMOS;Remos;G-3 Mirage;G3;059;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fed3d;D-MPCV;ROTORSPORT;Autogyro Europe;MTO Sport;MT;;;G1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fedf2;D-MPDM;;Moyes Microlights;Dragonfly;ULAC;D04005;;;;;;;The Flying Bulls Gmbh;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff011;D-MPDP;REMOS;Remos;G-3 Mirage;G3;078;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff130;D-MPDS;SHARK AERO;Shark Aero;Shark;SHRK;007;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feba8;D-MPDW;FLIGHT DESIGN;Flight Design;CT SW;FDCT;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fecac;D-MPEG;REMOS;Remos;G-3 Mirage;G3;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff26e;D-MPEK;TECNAM;Tecnam;P.92 Echo Light;ECHO;1478;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fed0d;D-MPEL;REMOS;Remos;Remos G-3 Mirage 600;G3;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff480;D-MPFB;ATEC;Atec;Zephyr 2000;ZEPH;SF050301;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3fef81;D-MPFJ;;Dallach;Fascination D4;ULAC;;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fedaf;D-MPGB;REMOS;Remos;GX;GX;281;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fed36;D-MPGE;REMOS;Remos;G-3 Mirage;G3;062;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fecaf;D-MPGG;TECNAM;Tecnam;P.92 Echo S 100;ECHO;513;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fecf3;D-MPHF;IKARUS;Comco Ikarus;C42 Cyclone;C42;9803-6088;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fea12;D-MPHL;IKARUS;Comco Ikarus;C42 Cyclone;C42;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fed33;D-MPHO;AEROTREK;Aeropro;EuroFox;EFOX;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ff255;D-MPHR;FLIGHTWORKS;Capella;FW2 C80;CAPL;61941-1;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fef8b;D-MPHW;PIPISTREL;Pipistrel;Virus SW 100;PIVI;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fed85;D-MPHX;TECNAM;Tecnam;P.96 Golf;GOLF;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fecd1;D-MPIC;REMOS;Remos;G-3 Mirage;G3;106;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fe9e8;D-MPIX;;Scheibe;SF-40 Mini-Falke;GLID;3107;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec35;D-MPJA;REMOS;Remos;G-3 Mirage;G3;120;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff1c7;D-MPKH;DYN'AERO;Dyn Aero;MCR-01 UL;MCR1;56;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fec6e;D-MPKK;IKARUS;Comco Ikarus;C42 Cyclone;C42;0203-6420;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fed21;D-MPKL;B & F TECHNIK;B & F Funk;FK-14 Polaris;FK14;14-080;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ff141;D-MPKN;AEROSPOOL;Aerospool;WT9 Dynamic;WT9;DY518/2014;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fecfd;D-MPLO;IKARUS;Comco Ikarus;C42 Cyclone;C42;9801-6077;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3febe3;D-MPLT;FLIGHT DESIGN;Flight Design;Flight Design CT 2K;FDCT;00-08-02-14;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fedf5;D-MPLZ;SYNAIRGIE;Best Off;SkyRanger;SKRA;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fed4d;D-MPMC;FLIGHT DESIGN;Flight Design;MC;FDMC;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff0ed;D-MPML;B & F TECHNIK;B & F Funk;FK-14 Polaris B;FK14;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff791;D-MPMM;UL-JIH;;;DAL5;;;L1P;;;;;;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff1ac;D-MPMO;BREEZER;Aerostyle;Breezer;BREZ;079;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fea7c;D-MPMR;ALPI;Alpi Aviation;Pioneer 300;PNR3;118;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fed48;D-MPMW;TL ULTRALIGHT;Tl Ultralight;TL-2000 Sting Carbon;TL20;02ST21;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec67;D-MPOW;REMOS;Remos;G-3 Mirage;G3;050;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fef5d;D-MPPH;BREEZER;Aerostyle;Breezer;BREZ;013;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ff220;D-MPPO;IKARUS;Comco Ikarus;C42 C;C42;1303-7242;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff495;D-MPPW;REMOS;Remos;GX;GX;440;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fee4e;D-MPRH;FLIGHT DESIGN;Flight Design;CT 2K;FDCT;98-02-04-24;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff1b5;D-MPRS;BREEZER;Aerostyle;Breezer C;BREZ;064;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec75;D-MPSE;URBAN;Urban Air;Lambada UFM-13;UF13;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3febd5;D-MPSH;MARSDEN;Dova;DV-1 Skylark;DV1;07/09;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff0e6;D-MPST;;Air Light;Wild Thing;ULAC;06 074;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ff337;D-MPSV;ROTORSPORT;Autogyro Europe;MTO Sport;MT;;;G1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feffd;D-MPTB;REMOS;Remos;G-3 Mirage;G3;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3fec3d;D-MPTR;URBAN;Urban Air;Samba XXL;UF10;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fee0a;D-MPUA;TECNAM;Tecnam;Tecnam P.92 Echo Super De Luxe;ECHO;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3feb53;D-MPUB;TECNAM;Tecnam;P.92 Echo E;ECHO;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec3c;D-MPUD;ATEC;Atec;Zephyr 2000;ZEPH;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fedd3;D-MPUL;;Impulse Aircraft;Impulse 00UL;ZZZZ;1;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec6b;D-MPWK;TECNAM;Tecnam;P.92 Echo;ECHO;157;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fea7e;D-MPWM;ALPI;Alpi Aviation;Pioneer 300;PNR3;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fef25;D-MPWN;AEROSPOOL;Aerospool;WT9 Dynamic;WT9;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ff18e;D-MPWR;AEROTREK;Aeropro;EuroFox;EFOX;10101;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fef8c;D-MPWW;ROTORSPORT;Autogyro Europe;Calidus;CDUS;;;G1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feece;D-MPWZ;FLIGHT DESIGN;Flight Design;CT LS;FDCT;F-09-07-12;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff111;D-MPYR;ROTORSPORT;Autogyro Europe;Calidus;CDUS;D10C32;;G1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff6b3;D-MPZY;VANESSA AIR;;;VL3;;;L1P;;;;;;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fecb1;D-MQAL;ALPI;Alpi Aviation;Pioneer 300S;PNR3;55;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff390;D-MQAX;B & F TECHNIK;B & F Funk;FK-12 Comet;FK12;12-042;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fee0d;D-MQBA;BREEZER;Aerostyle;Breezer C;BREZ;UL72;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff104;D-MQBR;BREEZER;Aerostyle;Breezer;BREZ;110;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec91;D-MQCT;FLIGHT DESIGN;Flight Design;Flight Design CT SW;FDCT;07-01-16;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3feb17;D-MQIK;FLIGHT DESIGN;Flight Design;CT 2K;FDCT;98-06-01-34;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fefb9;D-MQMM;FLIGHT DESIGN;Flight Design;Flight Design CT LS;FDCT;10-06-16;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fecf6;D-MQQR;IKARUS;Comco Ikarus;C42 B;C42;0112-6369;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff17a;D-MQTT;FLIGHT DESIGN;Flight Design;CT LS;FDCT;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fedb3;D-MQXA;;Air Light;Wild Thing;ULAC;;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fed0c;D-MQXZ;TECNAM;Tecnam;P.92 Echo;ECHO;127;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feaa8;D-MRAA;IKARUS;Comco Ikarus;C42 Cyclone;C42;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feba7;D-MRAD;IKARUS;Comco Ikarus;C42 Cyclone;C42;9606-6008;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fea6c;D-MRAE;REMOS;Remos;G-3 Mirage;G3;172;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3feeaa;D-MRAF;IKARUS;Comco Ikarus;C42;C42;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fee63;D-MRAI;SKYSTAR;Denney;Kitfox Mk.IV-1200;FOX;JCU-114;;L1P;;;FOX;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3feca7;D-MRAX;B & F TECHNIK;B & F Funk;FK-9;FK9;102;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff139;D-MRBA;BREEZER;Aerostyle;Breezer;BREZ;100;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec01;D-MRBF;;Air Light;Wild Thing;ULAC;012;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feb20;D-MRBO;TECNAM;Tecnam;P.92 Echo;ECHO;425;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3feab0;D-MRCA;ROTORSPORT;Autogyro Europe;MTO Sport;MT;;;G1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3feedf;D-MRCH;REMOS;Remos;GX;GX;312;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fef5f;D-MRCK;ROTORSPORT;Autogyro Europe;Calidus;CDUS;;;G1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fef73;D-MRCX;B & F TECHNIK;B & F Funk;FK-14 Polaris B;FK14;14-123;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff0e7;D-MRDF;;Dallach;Fascination D4 BK;ULAC;018;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3feef5;D-MRDI;NEXT AIRCRAFT;Flyitalia;MD-3 Rider;MD3R;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feb25;D-MRDX;ZENITH;Zenith;Zenair Zodiac CH 601 D;CH60;6-9197;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3feb59;D-MREA;REMOS;Remos;G-3 Mirage;G3;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fed82;D-MREI;;Platzer;Kiebitz B2;ULAC;039;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fed40;D-MREV;IKARUS;Comco Ikarus;C42 Cyclone;C42;9609-6011;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fed95;D-MREW;;Wdfl;Fascination D4;ULAC;114;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fedeb;D-MRFA;B & F TECHNIK;B & F Funk;FK-9 Mk.IV;FK9;373;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3feeb9;D-MRFK;B & F TECHNIK;B & F Funk;FK-9 Mk.IV ELA;FK9;398;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fec6a;D-MRFP;IKARUS;Comco Ikarus;C42 Cyclone;C42;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fec6d;D-MRGE;ATEC;Atec;Zephyr 2000;ZEPH;K001;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3fee98;D-MRGL;EUROALA;Euroala;Jet Fox 91-D;JFOX;009;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff232;D-MRGP;IKARUS;Comco Ikarus;C42 C;C42;1304-7247;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feab6;D-MRGT;ZENITH;Zenith;Zenair Zodiac CH 601 D;CH60;6-9851;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fef97;D-MRGW;FLIGHT DESIGN;Flight Design;CT Supralight;FDCT;F-10-06-17;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feefa;D-MRHA;B & F TECHNIK;B & F Funk;FK-9 Mk.III;FK9;09-03-110;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff23b;D-MRHH;TECNAM;Tecnam;P.92 Echo;ECHO;194;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fedaa;D-MRHL;REMOS;Remos;G-3 Mirage;G3;041;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3feb7d;D-MRHM;RANS;Rans;Coyote II S-6ES;COY2;0895880;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff221;D-MRHS;TECNAM;Tecnam;P.92 Echo;ECHO;391;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff046;D-MRIA;TECNAM;Tecnam;P.92 Echo Classic;ECHO;1385;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3febd2;D-MRIC;REMOS;Remos;G-3 Mirage;G3;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff11c;D-MRII;VANESSA AIR;Aveko;VL-3;VL3;VL-3-117;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
