icao24;registration;manufacturericao;manufacturername;model;typecode;serialnumber;linenumber;icaoaircrafttype;operator;operatorcallsign;operatoricao;operatoriata;owner;testreg;registered;reguntil;status;built;firstflightdate;seatconfiguration;engines;modes;adsb;acars;notes;categoryDescription
3fedc3;D-MRIL;III;Iniziative Industriale Italian;Sky Arrow 450;SKAR;066;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3feca8;D-MRIM;REMOS;Remos;G-3 Mirage;G3;044;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ff2cb;D-MRIO;ZENITH;Roland Aircraft;Z-602;CH60;Z-9571;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec26;D-MRIZ;REMOS;Remos;Remos G-3 Mirage;G3;040;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff1f6;D-MRJJ;MARSDEN;Dova;DV-1 Skylark;DV1;151/12;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec97;D-MRJK;FLIGHT DESIGN;Flight Design;CT;FDCT;00-01-02-82;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3feafd;D-MRJN;FLIGHT DESIGN;Flight Design;CT SW;FDCT;06-11-16;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff2fa;D-MRKE;IKARUS;Comco Ikarus;C42 B Cyclone;C42;9612-6027;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fec41;D-MRKK;FLIGHT DESIGN;Flight Design;CT;FDCT;01-03-02-09;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff00f;D-MRKL;IKARUS;Comco Ikarus;C42;C42;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec8b;D-MRKN;TECNAM;Tecnam;P.92 Echo S 100;ECHO;567;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff4b6;D-MRKP;IKARUS;Comco Ikarus;C42 Cyclone;C42;9707-6069;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feef9;D-MRLB;AEROSPOOL;Aerospool;WT9 Dynamic;WT9;DY011/02;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fecc7;D-MRLD;FLIGHT DESIGN;Flight Design;CT SW;FDCT;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fee79;D-MRLE;IKARUS;Comco Ikarus;C42 B;C42;0905-7037;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fef91;D-MRLL;EVEKTOR;Evektor;EV-97 Eurostar SL;EV97;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3fedbd;D-MRLM;FLIGHT DESIGN;Flight Design;CT LS;FDCT;F-08-06-02;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fe9f3;D-MRLR;ALPI;Alpi Aviation;Pioneer 300;PNR3;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3fed39;D-MRLT;ZLIN AVIATION;Zlin Aviation;Zlin Aviation Savage;SAVG;045;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fee55;D-MRLX;TECNAM;Tecnam;P.92 Echo 2000S;ECHO;707;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec79;D-MRMG;;Remos;Gemini Ultra;ZZZZ;010;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ff022;D-MRMH;AEROSPOOL;Aerospool;WT9 Dynamic;WT9;DYK05/2006;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fecb3;D-MRMI;REMOS;Remos;G-3 Mirage;G3;038;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fea66;D-MRMR;;Dallach;Fascination D4 BK;ULAC;111;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3febc4;D-MRMS;ZLIN AVIATION;Zlin Aviation;Savage;SAVG;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fef90;D-MRMY;AEROSPOOL;Aerospool;WT9 Dynamic;WT9;DY381/2010;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fea96;D-MROA;BREEZER;Aerostyle;Breezer;BREZ;048;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff3f7;D-MROF;;Roko Aero;NG-6;NG6;6P040303K;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3feed9;D-MROI;ZENITH;Zenith;Zenair STOL CH 701 D;CH70;7-9356;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3feaca;D-MROP;B & F TECHNIK;B & F Funk;FK-9 Mk.III;FK9;09-03-158;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3fea86;D-MROW;IKARUS;Comco Ikarus;C42 B Cyclone;C42;0604-6802;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff271;D-MRPG;IKARUS;Comco Ikarus;C42 C;C42;1305-7262;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fed50;D-MRPL;;Air Light;Wild Thing;ULAC;2000-05-064;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3febe2;D-MRPP;FLIGHT DESIGN;Flight Design;CT SW;FDCT;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fedfb;D-MRPW;B & F TECHNIK;B & F Funk;FK-9;FK9;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fecf0;D-MRRB;;Impulse Aircraft;Impulse;ZZZZ;;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff1a9;D-MRRO;ZENITH;Roland Aircraft;Z-602;CH60;Z-9554;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fe9e9;D-MRSL;IKARUS;Comco Ikarus;C42 Cyclone;C42;0304-6533;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fed88;D-MRSR;TECNAM;Tecnam;P.96 Golf;GOLF;002;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3ff01c;D-MRTN;TECNAM;Tecnam;P.92 Echo;ECHO;188;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3ff144;D-MRTX;B & F TECHNIK;B & F Funk;FK-14 Polaris Le Mans;FK14;14-145;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Parachutist / Skydiver
3feb3c;D-MRTZ;;Blackshape;BS115 Prime;ZZZZ;;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feac5;D-MRUH;SYNAIRGIE;Best Off;SkyRanger;SKRA;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fedbc;D-MRUN;REMOS;Remos;Remos G-3 Mirage;G3;073;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff1c0;D-MRVM;;Technoflug;Piccolo B;GLID;037;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3feacb;D-MRWE;;Dallach;Dallach Fascination D4;ULAC;006;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fecc6;D-MRWH;;Dallach;Fascination D4;ULAC;002;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fefeb;D-MRWK;IKARUS;Comco Ikarus;C42 B;C42;1010-7124;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feb6a;D-MRYY;EVEKTOR;Evektor;EV-97 Eurostar 2000R;EV97;2002-1408;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff42b;D-MSAC;IKARUS;Comco Ikarus;C42;C42;9910-6221;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ff061;D-MSAG;ROTORSPORT;Autogyro Europe;MTO Sport;MT;;;G1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff124;D-MSAH;B & F TECHNIK;B & F Funk;FK-12 Comet;FK12;12-038;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3febfd;D-MSAR;REMOS;Remos;G-3 Mirage;G3;146;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fe123;D-MSAX;FLIGHT DESIGN;Flight Design;CT Supralight;FDCT;E-14-02-02;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3fecb7;D-MSBG;REMOS;Remos;G-3 Mirage;G3;054;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec2c;D-MSBR;IKARUS;Comco Ikarus;C42 Cyclone;C42;9909-6208;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3febff;D-MSCE;;Tl Ultralight;TL-96 Star;ULAC;01S100;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fee1e;D-MSCM;IKARUS;Comco Ikarus;C42 B Cyclone;C42;0311-6478;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fec2b;D-MSCQ;IKARUS;Comco Ikarus;C42 B;C42;0705-6893;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3febda;D-MSCS;PIPISTREL;Pipistrel;Sinus 912NW;PISI;679-01;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff07e;D-MSCV;ZENITH;Roland Aircraft;Z-602 Economy;CH60;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3feb4b;D-MSCY;FLIGHT DESIGN;Flight Design;CT SW;FDCT;07-03-03;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff268;D-MSDA;AEROSPOOL;Aerospool;WT9 Dynamic;WT9;DY471/2013;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec53;D-MSDK;BREEZER;Aerostyle;Breezer;BREZ;067;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fed5a;D-MSDL;REMOS;Remos;G-3 Mirage;G3;101;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3feb3b;D-MSDM;T & T AVIATION;Corvus;Phantom CA-21;CORO;CA21/036;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff1d7;D-MSEL;RANS;Rans;Coyote II S-6;COY2;03061735 S;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fecc5;D-MSEP;URBAN;Urban Air;Lambada UFM-11;UF13;08/11;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3febb0;D-MSEV;EVEKTOR;Evektor;EV-97 Eurostar;EV97;990501;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fea45;D-MSEZ;ALPI;Alpi Aviation;Pioneer 200;PNR2;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff0dc;D-MSFA;B & F TECHNIK;B & F Funk;FK-14 Polaris B;FK14;14-124;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3feab3;D-MSFI;BREEZER;Aerostyle;Breezer;BREZ;028;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fea9d;D-MSFK;B & F TECHNIK;B & F Funk;FK-14 Polaris;FK14;14-009;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff2eb;D-MSFP;;Pipistrel;Alpha Trainer;ULAC;605AT912;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff1df;D-MSFR;TECNAM;Tecnam;P.96 Golf 100S;GOLF;180;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff4e4;D-MSFW;IKARUS;Comco Ikarus;C42 Cyclone;C42;0106-6365;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3feda8;D-MSFZ;IKARUS;Comco Ikarus;C42 B;C42;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ff4c4;D-MSGD;FLIGHT DESIGN;Flight Design;CT SW;FDCT;04-08-01;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fec49;D-MSGE;IKARUS;Comco Ikarus;C42 Cyclone;C42;9902-6175;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feded;D-MSGX;REMOS;Remos;GX;GX;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff065;D-MSHK;AEROTREK;Aeropro;EuroFox;EFOX;083000;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fee35;D-MSHM;TECNAM;Tecnam;P.92 Echo;ECHO;232;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fea43;D-MSHN;;Comco Ikarus;Sherpa I;ULAC;8307-1032;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3febea;D-MSHS;REMOS;Remos;G-3 Mirage;G3;153;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3feeb6;D-MSIN;;Dallach;Fascination D4;ULAC;064;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff03f;D-MSJA;B & F TECHNIK;B & F Funk;FK-9 Mk.II;FK9;09-073;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3fea7a;D-MSJB;;Tl Ultralight;TL-96 Star;ULAC;;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3febe9;D-MSJF;REMOS;Remos;G-3 Mirage;G3;224;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fef2c;D-MSJL;FLIGHT DESIGN;Flight Design;CT 2K;FDCT;99-12-03-77;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feb1d;D-MSJS;IKARUS;Comco Ikarus;C42 Cyclone;C42;9802-6054;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feb2f;D-MSKO;SYNAIRGIE;Best Off;SkyRanger;SKRA;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fec30;D-MSKY;SYNAIRGIE;Best Off;SkyRanger;SKRA;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff4ad;D-MSLA;BRM AERO;Brm;Bristell;NG5;091/2014;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fe9eb;D-MSLI;FLIGHT DESIGN;Flight Design;CT SW;FDCT;04-01-02;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff235;D-MSLZ;;The Light Aircraft Company;Sherwood Ranger DS;ULAC;;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff35f;D-MSMA;IKARUS;Comco Ikarus;C42 B;C42;0505-6683;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ff0c9;D-MSMP;AEROSPOOL;Aerospool;WT9 Dynamic;WT9;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fef7c;D-MSNG;FLIGHT DESIGN;Flight Design;CT;FDCT;03-03-03-10;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fecb0;D-MSNK;;Tl Ultralight;TL-96 Star;ULAC;00S56;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ff2c6;D-MSNX;REMOS;Remos;G-3 NXT;G3;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff2dc;D-MSOI;SYNAIRGIE;;;SKRA;;;L1P;;;;;;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff573;D-MSOV;IKARUS;Comco Ikarus;C42 Cyclone;C42;9507-0001;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fee2d;D-MSPB;FLIGHT DESIGN;Flight Design;Flight Design CT LS;FDCT;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fec1d;D-MSPI;AEROSPOOL;Aerospool;WT9 Dynamic;WT9;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff2ea;D-MSPL;ULTRAVIA;Ultravia;Pelican Sport 450S;PELI;20015/722;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ff1d5;D-MSRE;SYNAIRGIE;Best Off;SkyRanger Swift;SKRA;SKR0805889;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3feb3e;D-MSRI;SYNAIRGIE;Synairgie;SkyRanger;SKRA;26B3206;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff52c;D-MSRP;BRM AERO;Brm;Bristell UL;NG5;014/2012;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feaf5;D-MSRT;;Wdfl;Fascination D4;ULAC;095;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fef6d;D-MSRV;ATEC;Atec;Zephyr 2000;ZEPH;SF010202;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feb6c;D-MSSK;TECNAM;Tecnam;P.96 Golf;GOLF;034;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fecab;D-MSSN;AEROSPOOL;Aerospool;WT9 Dynamic;WT9;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fecb4;D-MSSO;TECNAM;Tecnam;P.92 Echo;ECHO;227;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fea08;D-MSSP;EVEKTOR;Evektor;EV-97 Eurostar 2000R;EV97;2005-2422;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feb12;D-MSSS;B & F TECHNIK;B & F Funk;FK-12 Comet;FK12;12-029;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec06;D-MSSY;AEROSPOOL;Aerospool;WT9 Dynamic;WT9;DY225/2008;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fed89;D-MSTA;;Tl Ultralight;TL-96 Star;ULAC;00S67;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff932;D-MSTH;IKARUS;;;C42;;;L1P;;;;;;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff21b;D-MSTP;EVEKTOR;Evektor;EV-97 Eurostar;EV97;2001-1208;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3ff3a4;D-MSTS;REMOS;Remos;G-3 Mirage;G3;089;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fed3e;D-MSUG;IKARUS;Comco Ikarus;C42 Cyclone;C42;0002-6233;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feb87;D-MSUL;B & F TECHNIK;B & F Funk;FK-9 Mk.IV Club;FK9;09-04U-319;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fef05;D-MSVE;IKARUS;Comco Ikarus;C42 B;C42;0606-6829;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fea5d;D-MSVL;B & F TECHNIK;B & F Funk;FK-9 Mk.IV;FK9;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fee0c;D-MSVN;;Amateur Built;Zlin Trener Replica Baby UL;ULAC;;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3ff519;D-MSVS;;Air Creation;GTE 582S;ULAC;7974656042;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fea21;D-MSWG;EVEKTOR;Evektor;EV-97 Eurostar;EV97;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fee51;D-MSWH;B & F TECHNIK;B & F Funk;FK-12 Comet;FK12;12-061;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fed61;D-MSWS;TECNAM;Tecnam;P.96 Golf S;GOLF;064;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fefbe;D-MSXS;ZENITH;Zenith;Zenair STOL CH 701 D;CH70;7-9224;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff4a5;D-MSYL;EVEKTOR;;Evektor-Aerotechnik Sportstar;EVSS;;;L1P;;;;;;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff244;D-MSYS;VANESSA AIR;Jmb Aircraft;VL-3;VL3;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3ff05a;D-MSZZ;REMOS;Remos;Remos GX;GX;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fecca;D-MTAH;;Pioneer;Flightstar;ULAC;;;;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff035;D-MTAO;ROTORSPORT;Autogyro Europe;Calidus;CDUS;;;G1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff1be;D-MTAP;B & F TECHNIK;B & F Funk;FK-12 Comet;FK12;12-045;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff193;D-MTBI;ROTORSPORT;Autogyro Europe;MTO Sport;MT;;;G1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fec8c;D-MTCB;FLIGHT DESIGN;Flight Design;CT 2K;FDCT;00-02-04-86;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fed43;D-MTCC;FLIGHT DESIGN;Flight Design;CT SW;FDCT;98-04-03-30;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3febe8;D-MTCR;REMOS;Remos;G-3 Mirage;G3;148;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3fef4e;D-MTDK;BREEZER;Aerostyle;Breezer;BREZ;079;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
3fef16;D-MTEH;TECNAM;Tecnam;P.96 Golf 100;GOLF;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Light (< 15500 lbs)
3fed1b;D-MTFI;ROTORSPORT;Autogyro Europe;MTO Sport;MT;;;G1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feb65;D-MTFR;ROTORSPORT;Autogyro Europe;MT-03;MT;;;G1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff0eb;D-MTFW;BREEZER;Aerostyle;Breezer;BREZ;030;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3feee7;D-MTGG;REMOS;Remos;G-3 Mirage;G3;077;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;Ultralight / hang-glider / paraglider
3ff168;D-MTGN;AEROSPOOL;Aerospool;WT9 Dynamic;WT9;DY446/2012;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;No ADS-B Emitter Category Information
3fef0e;D-MTGT;EVEKTOR;Evektor;EV-97 Eurostar 2000R;EV97;;;L1P;;;;;Private;;;;;;;;;FALSCH;FALSCH;FALSCH;;
